frame,class,confidence,id
17,car,0.5375518202781677,3
18,car,0.7980278730392456,0
18,car,0.7418549060821533,4
18,car,0.7252423167228699,1
18,car,0.5980389714241028,2
18,car,0.5413056015968323,3
19,car,0.8070818185806274,0
19,car,0.7797605395317078,1
19,car,0.72362220287323,4
19,car,0.6297070384025574,2
19,car,0.5140803456306458,3
20,car,0.7705344557762146,0
20,car,0.7206325531005859,1
20,car,0.6791365146636963,4
20,car,0.6652587652206421,2
20,car,0.5158233046531677,3
21,car,0.8004767298698425,0
21,car,0.7460900545120239,1
21,car,0.701985239982605,4
21,car,0.6949787139892578,2
21,car,0.5145239233970642,3
22,car,0.7617242336273193,0
22,car,0.7439426183700562,1
22,car,0.7079839110374451,4
22,car,0.6984590291976929,2
23,car,0.777275562286377,0
23,car,0.7407894134521484,1
23,car,0.7063505053520203,2
23,car,0.6970475316047668,4
24,car,0.7504094839096069,1
24,car,0.7369842529296875,0
24,car,0.6759681105613708,4
24,car,0.6553815007209778,2
25,car,0.7499441504478455,1
25,car,0.745845377445221,0
25,car,0.6980971097946167,4
25,car,0.655405580997467,2
26,car,0.7709347009658813,0
26,car,0.7164317965507507,1
26,car,0.6997513771057129,4
26,car,0.615299642086029,2
27,car,0.7268330454826355,0
27,car,0.712427020072937,4
27,car,0.6750744581222534,1
27,car,0.6259095668792725,2
28,car,0.7514268159866333,4
28,car,0.7121811509132385,0
28,car,0.7068101167678833,1
28,car,0.6084432005882263,2
28,car,0.5825554728507996,6
29,car,0.7764014601707458,4
29,car,0.7554033994674683,0
29,car,0.73277747631073,1
29,car,0.5952255725860596,2
29,car,0.5192423462867737,6
30,car,0.7826895713806152,4
30,car,0.7446456551551819,0
30,car,0.7046621441841125,1
30,car,0.6825247406959534,6
30,car,0.622024416923523,2
31,car,0.774070143699646,4
31,car,0.7350989580154419,0
31,car,0.7078784704208374,6
31,car,0.6754782795906067,1
31,car,0.628447949886322,2
32,car,0.8325836062431335,7
32,car,0.7540159225463867,0
32,car,0.7407029867172241,4
32,car,0.7123863697052002,1
32,car,0.5932121276855469,2
33,car,0.7931569814682007,7
33,car,0.742005467414856,4
33,car,0.6993470788002014,0
33,car,0.6552985906600952,1
33,car,0.5932986736297607,2
34,car,0.8139768838882446,7
34,car,0.7348821759223938,4
34,car,0.6813936829566956,0
34,car,0.6198850274085999,1
34,car,0.6081809997558594,2
35,car,0.7968361377716064,8
35,car,0.727453351020813,4
35,car,0.6978084444999695,0
35,car,0.6852116584777832,1
35,car,0.6042582392692566,2
36,car,0.7991009950637817,9
36,car,0.7215006351470947,0
36,car,0.7207159996032715,4
36,car,0.6241340637207031,2
36,car,0.5585842728614807,1
37,car,0.7805659770965576,9
37,car,0.7075229287147522,4
37,car,0.6490185856819153,1
37,car,0.634898841381073,2
37,car,0.6269018650054932,0
38,car,0.7201255559921265,9
38,car,0.7180344462394714,1
38,car,0.6821882128715515,0
38,car,0.673735499382019,4
38,car,0.5897511839866638,2
39,car,0.7161094546318054,9
39,car,0.6847020983695984,0
39,car,0.6756845116615295,1
39,car,0.6496585607528687,4
39,car,0.5968600511550903,2
40,car,0.7071491479873657,1
40,car,0.6878184080123901,0
40,car,0.6846876740455627,10
40,car,0.6457148194313049,4
40,car,0.6422662138938904,2
40,car,0.5162615776062012,11
41,car,0.7327758073806763,1
41,car,0.6970934867858887,10
41,car,0.6704574227333069,0
41,car,0.6301712393760681,2
41,car,0.6263493895530701,4
41,car,0.5184168815612793,11
42,car,0.6896302700042725,1
42,car,0.6863363981246948,10
42,car,0.6550328731536865,0
42,car,0.6219114065170288,2
42,car,0.6119879484176636,4
42,car,0.5161200761795044,11
43,car,0.753699004650116,10
43,car,0.6903766393661499,0
43,car,0.6309871673583984,2
43,car,0.6207332015037537,1
43,car,0.6015857458114624,4
43,car,0.5179378390312195,11
44,car,0.7649649977684021,10
44,car,0.7207342386245728,1
44,car,0.7025794982910156,0
44,car,0.6409870386123657,2
44,car,0.6117188334465027,4
44,car,0.5483359694480896,11
45,car,0.7940947413444519,10
45,car,0.7328618764877319,1
45,car,0.6910325288772583,0
45,car,0.6773310303688049,2
45,car,0.6443920731544495,4
45,car,0.5661101341247559,11
46,car,0.7884672284126282,10
46,car,0.718329906463623,1
46,car,0.7162899374961853,0
46,car,0.6568188667297363,2
46,car,0.6311950087547302,4
46,car,0.5537909269332886,11
47,car,0.7343286871910095,1
47,car,0.7311275601387024,10
47,car,0.714257001876831,0
47,car,0.6639758944511414,4
47,car,0.6586750745773315,2
47,car,0.5497605204582214,11
48,car,0.7326334714889526,0
48,car,0.7262457013130188,10
48,car,0.6969158053398132,1
48,car,0.6713319420814514,4
48,car,0.6458961367607117,2
48,car,0.5861208438873291,11
49,car,0.7599825859069824,10
49,car,0.7323163747787476,1
49,car,0.6902614235877991,0
49,car,0.6842731237411499,4
49,car,0.6561594605445862,2
49,car,0.5933616757392883,11
50,car,0.756986141204834,10
50,car,0.7332020998001099,1
50,car,0.7102200388908386,0
50,car,0.6692140698432922,2
50,car,0.664231538772583,4
50,car,0.596647322177887,11
51,car,0.7444798946380615,1
51,car,0.7409267425537109,10
51,car,0.6894802451133728,4
51,car,0.6877961158752441,0
51,car,0.6617685556411743,2
51,car,0.5799055695533752,11
52,car,0.7603357434272766,0
52,car,0.7387279868125916,10
52,car,0.7133405208587646,1
52,car,0.6399993300437927,2
52,car,0.5800105333328247,4
52,car,0.5614883899688721,11
53,car,0.7638490200042725,0
53,car,0.7426944971084595,1
53,car,0.7254482507705688,10
53,car,0.6433010697364807,2
53,car,0.6197513341903687,12
53,car,0.6009455919265747,4
53,car,0.5367257595062256,11
54,car,0.7605509757995605,0
54,car,0.7355464696884155,10
54,car,0.7286163568496704,1
54,car,0.6900401711463928,12
54,car,0.6332060694694519,2
54,car,0.6202176213264465,4
54,car,0.5476961135864258,11
55,car,0.7895650267601013,12
55,car,0.780771017074585,10
55,car,0.760121762752533,0
55,car,0.7050682306289673,1
55,car,0.6284695267677307,2
55,car,0.585045576095581,4
55,car,0.5540958642959595,11
56,car,0.8477603197097778,13
56,car,0.7665127515792847,0
56,car,0.7178225517272949,1
56,car,0.6778510808944702,10
56,car,0.639042317867279,2
56,car,0.5736609101295471,11
56,car,0.5389268398284912,4
57,car,0.8125789165496826,13
57,car,0.7493029832839966,0
57,car,0.7266108989715576,1
57,car,0.6788535714149475,10
57,car,0.6033452153205872,2
57,car,0.5874909162521362,11
57,car,0.5333824753761292,4
58,car,0.8788357973098755,13
58,car,0.757035493850708,1
58,car,0.743532657623291,14
58,car,0.7262482047080994,0
58,car,0.7020965814590454,10
58,car,0.588390588760376,2
58,car,0.5817187428474426,11
58,car,0.500523567199707,4
59,car,0.8806735873222351,13
59,car,0.82137531042099,14
59,car,0.7611246705055237,1
59,car,0.7459781765937805,10
59,car,0.7326611280441284,0
59,car,0.5903595089912415,11
59,car,0.5554036498069763,2
59,car,0.5146173238754272,4
60,car,0.8383974432945251,15
60,car,0.8261224031448364,16
60,car,0.7583666443824768,1
60,car,0.7331077456474304,10
60,car,0.729433000087738,0
60,car,0.6010958552360535,2
60,car,0.5752519965171814,11
60,car,0.5437896847724915,4
61,car,0.8433398008346558,16
61,car,0.8341173529624939,15
61,car,0.748088538646698,10
61,car,0.7440685629844666,0
61,car,0.7257213592529297,1
61,car,0.6113935708999634,2
61,car,0.564641535282135,11
61,car,0.5361388325691223,4
62,car,0.8598514199256897,16
62,car,0.8493601679801941,15
62,car,0.732941746711731,1
62,car,0.7149224281311035,10
62,car,0.6672996878623962,0
62,car,0.6286401152610779,2
62,car,0.571292519569397,11
62,car,0.5400891900062561,4
63,car,0.8724811673164368,16
63,car,0.8164795637130737,15
63,car,0.7298002243041992,1
63,car,0.7151386737823486,10
63,car,0.6934818625450134,0
63,car,0.5993393063545227,2
63,car,0.5744420886039734,11
63,car,0.5209344625473022,4
64,car,0.8339225649833679,17
64,car,0.8338764905929565,18
64,car,0.7524215579032898,1
64,car,0.7432400584220886,10
64,car,0.6388278603553772,0
64,car,0.5942414999008179,2
64,car,0.5706332921981812,11
64,car,0.5440901517868042,4
64,car,0.5265522599220276,19
65,car,0.837683916091919,17
65,car,0.826244056224823,18
65,car,0.7650251388549805,1
65,car,0.714337170124054,10
65,car,0.6896057724952698,0
65,car,0.5805520415306091,2
65,car,0.5803427696228027,11
65,car,0.5170572400093079,4
65,car,0.5004205703735352,19
66,car,0.8411849737167358,18
66,car,0.8184279203414917,17
66,car,0.7552477717399597,1
66,car,0.708734929561615,10
66,car,0.6901509165763855,0
66,car,0.5820526480674744,11
66,car,0.5524373650550842,2
66,car,0.5393505096435547,4
67,car,0.8517736792564392,18
67,car,0.8243215084075928,17
67,car,0.7580428123474121,1
67,car,0.7050560712814331,0
67,car,0.6918522119522095,10
67,car,0.580009937286377,11
67,car,0.5785676836967468,2
67,car,0.5359106063842773,4
68,car,0.8001536130905151,20
68,car,0.7879334092140198,17
68,car,0.751606285572052,1
68,car,0.746455729007721,0
68,car,0.6693446040153503,10
68,car,0.609207034111023,2
68,car,0.5017232894897461,11
69,car,0.8472175002098083,17
69,car,0.7928586006164551,20
69,car,0.7676451206207275,0
69,car,0.7359775304794312,1
69,car,0.7027127742767334,10
69,car,0.5929651260375977,2
70,car,0.8089693188667297,17
70,car,0.7570298314094543,0
70,car,0.7225302457809448,1
70,car,0.7073973417282104,10
70,car,0.6943336725234985,20
70,car,0.5794733762741089,2
70,car,0.5272090435028076,21
70,car,0.5225700736045837,22
71,car,0.821327805519104,20
71,car,0.811036229133606,17
71,car,0.7403702139854431,1
71,car,0.7273359298706055,0
71,car,0.6883100867271423,10
71,car,0.5488269925117493,2
71,car,0.5332126021385193,22
72,car,0.7894617319107056,17
72,car,0.7706413269042969,20
72,car,0.7082025408744812,1
72,car,0.6982370018959045,0
72,car,0.6750999689102173,10
72,car,0.567779541015625,22
72,car,0.5116868019104004,2
72,car,0.5046344995498657,23
73,car,0.7686411142349243,17
73,car,0.7507805228233337,20
73,car,0.7070754766464233,10
73,car,0.684130072593689,1
73,car,0.6459524035453796,0
73,car,0.5745388269424438,22
74,car,0.766982913017273,20
74,car,0.7529726028442383,17
74,car,0.6693416237831116,1
74,car,0.6669430136680603,10
74,car,0.6481543183326721,0
74,car,0.5573376417160034,22
75,car,0.7701806426048279,17
75,car,0.7139721512794495,20
75,car,0.6443328261375427,10
75,car,0.6442815065383911,1
75,car,0.6241239905357361,0
75,car,0.5614665746688843,22
76,car,0.7754470705986023,17
76,car,0.7606812119483948,20
76,car,0.6781604290008545,1
76,car,0.6504102349281311,0
76,car,0.6310917735099792,10
76,car,0.5937182903289795,22
76,car,0.5811545252799988,24
76,car,0.5434338450431824,25
77,car,0.740388035774231,17
77,car,0.7335854768753052,20
77,car,0.6876853108406067,0
77,car,0.684691846370697,10
77,car,0.6547166109085083,1
77,car,0.5978720188140869,22
77,car,0.5780739784240723,24
77,car,0.5361502170562744,25
78,car,0.7346725463867188,17
78,car,0.7294304370880127,10
78,car,0.727001965045929,20
78,car,0.6631492972373962,0
78,car,0.6613038778305054,1
78,car,0.5952820777893066,22
78,car,0.5735127925872803,24
79,car,0.7491834759712219,10
79,car,0.7485345602035522,20
79,car,0.6890380382537842,1
79,car,0.6284951567649841,17
79,car,0.6103593707084656,0
79,car,0.5861108899116516,22
79,car,0.5845301151275635,24
79,car,0.505005419254303,26
80,car,0.794331967830658,17
80,car,0.7538103461265564,20
80,car,0.7051990628242493,1
80,car,0.68206787109375,10
80,car,0.645216166973114,0
80,car,0.5945395231246948,22
80,car,0.5638442635536194,24
81,car,0.7706184983253479,17
81,car,0.7477508783340454,20
81,car,0.7149389386177063,10
81,car,0.711637556552887,1
81,car,0.6161112785339355,0
81,car,0.5860260128974915,22
81,car,0.5692073702812195,24
82,car,0.7768629193305969,20
82,car,0.7653308510780334,17
82,car,0.7393763065338135,1
82,car,0.7046335339546204,10
82,car,0.6178743243217468,0
82,car,0.5969031453132629,22
82,car,0.5733866095542908,24
82,car,0.5006136894226074,27
83,car,0.790943443775177,17
83,car,0.7542290687561035,20
83,car,0.7128672003746033,1
83,car,0.7086912393569946,10
83,car,0.5997154712677002,0
83,car,0.5649065971374512,22
84,car,0.7923597693443298,17
84,car,0.7404226660728455,20
84,car,0.7116191387176514,1
84,car,0.6918924450874329,10
84,car,0.5607321262359619,22
84,car,0.5552286505699158,0
84,car,0.5488895773887634,28
84,car,0.5155755877494812,29
85,car,0.7508397698402405,17
85,car,0.74120032787323,20
85,car,0.7065429091453552,10
85,car,0.7039624452590942,1
85,car,0.5592756867408752,28
85,car,0.5569829940795898,0
85,car,0.5558748245239258,22
85,car,0.512815535068512,29
86,car,0.726374089717865,20
86,car,0.7084210515022278,1
86,car,0.7064735293388367,17
86,car,0.6896159648895264,10
86,car,0.5750810503959656,0
86,car,0.5674062371253967,28
86,car,0.5561533570289612,22
86,car,0.5220931768417358,29
87,car,0.7464854717254639,20
87,car,0.7220803499221802,17
87,car,0.7110877633094788,10
87,car,0.6856656670570374,1
87,car,0.589622437953949,28
87,car,0.5739305019378662,0
87,car,0.5477921962738037,22
87,car,0.5322688817977905,29
88,car,0.751348078250885,20
88,car,0.744687557220459,17
88,car,0.692444384098053,10
88,car,0.6376684904098511,1
88,car,0.5809711217880249,28
88,car,0.5679328441619873,0
88,car,0.5157475471496582,29
88,car,0.5147349834442139,22
89,car,0.7928791046142578,20
89,car,0.702196478843689,17
89,car,0.6555473208427429,10
89,car,0.6415127515792847,1
89,car,0.6089774966239929,28
89,car,0.5361998081207275,29
89,car,0.5007514953613281,22
90,car,0.8302161693572998,20
90,car,0.7122552990913391,17
90,car,0.6910302042961121,10
90,car,0.6461430191993713,1
90,car,0.612241268157959,28
90,car,0.5324994325637817,29
90,car,0.5012850761413574,22
91,car,0.811408519744873,20
91,car,0.7266491651535034,10
91,car,0.6759595274925232,17
91,car,0.6696965098381042,1
91,car,0.633886456489563,28
91,car,0.5524642467498779,29
91,car,0.5227201581001282,30
91,car,0.5118833780288696,22
92,car,0.7703514695167542,20
92,car,0.7550633549690247,10
92,car,0.6942674517631531,1
92,car,0.6817725300788879,17
92,car,0.637252151966095,28
92,car,0.5893738865852356,30
92,car,0.5350618958473206,29
92,car,0.5213236212730408,22
93,car,0.7738723754882812,20
93,car,0.7124145030975342,17
93,car,0.7114272117614746,10
93,car,0.6890265345573425,1
93,car,0.6317911148071289,28
93,car,0.5779536962509155,30
93,car,0.5187375545501709,22
93,car,0.5133056044578552,29
94,car,0.7959655523300171,20
94,car,0.7351984977722168,17
94,car,0.6866631507873535,1
94,car,0.6238409280776978,10
94,car,0.6229953169822693,28
94,car,0.5409248471260071,30
94,car,0.5201045274734497,22
95,car,0.7671407461166382,20
95,car,0.6833295226097107,1
95,car,0.6796155571937561,17
95,car,0.6146049499511719,28
95,car,0.6045728921890259,10
95,car,0.5475224852561951,30
95,car,0.5264899730682373,22
95,car,0.5255202651023865,31
96,car,0.7806861996650696,20
96,car,0.688716471195221,17
96,car,0.6754437685012817,1
96,car,0.6419587135314941,10
96,car,0.5979523062705994,28
96,car,0.5550543665885925,30
96,car,0.5248439311981201,22
96,car,0.5129470825195312,31
97,car,0.8027505874633789,20
97,car,0.6752952933311462,1
97,car,0.6602844595909119,10
97,car,0.5882291197776794,28
97,car,0.534643828868866,30
97,car,0.5249055624008179,22
97,car,0.5065020322799683,31
98,car,0.8115078806877136,20
98,car,0.6835251450538635,10
98,car,0.6623131036758423,1
98,car,0.5677751302719116,28
98,car,0.5343320369720459,30
98,car,0.5247399806976318,22
99,car,0.8027532696723938,20
99,car,0.703959584236145,10
99,car,0.650221586227417,1
99,car,0.5523911714553833,28
99,car,0.5436810851097107,30
99,car,0.5099252462387085,22
100,car,0.7788475155830383,20
100,car,0.7471593022346497,10
100,car,0.6386779546737671,1
100,car,0.5369688272476196,28
100,car,0.5073801875114441,22
101,car,0.7791544795036316,20
101,car,0.7518938779830933,10
101,car,0.6252522468566895,1
101,car,0.6157246232032776,32
101,car,0.545161783695221,28
101,car,0.5077756643295288,22
102,car,0.7127448320388794,10
102,car,0.7119852304458618,20
102,car,0.6899684071540833,32
102,car,0.5963975191116333,1
102,car,0.5366911292076111,28
102,car,0.50660240650177,22
103,car,0.7592629790306091,20
103,car,0.7038451433181763,10
103,car,0.6779008507728577,32
103,car,0.5951180458068848,1
103,car,0.5313634872436523,28
103,car,0.5088462829589844,22
104,car,0.7201309204101562,20
104,car,0.6531184911727905,32
104,car,0.6450026631355286,10
104,car,0.5485178828239441,22
104,car,0.5411723256111145,28
104,car,0.5280588269233704,1
105,car,0.736270010471344,20
105,car,0.6894132494926453,32
105,car,0.6201375722885132,10
105,car,0.5465880632400513,1
105,car,0.5389969348907471,33
105,car,0.5346875190734863,28
105,car,0.5318170785903931,22
106,car,0.740047037601471,20
106,car,0.7250237464904785,32
106,car,0.6289688348770142,10
106,car,0.5578175187110901,28
106,car,0.5456207394599915,1
106,car,0.5425324440002441,22
106,car,0.5173667669296265,33
107,car,0.7188546657562256,20
107,car,0.6722007989883423,32
107,car,0.6066825985908508,10
107,car,0.5687306523323059,1
107,car,0.563940167427063,28
107,car,0.5544468760490417,22
107,car,0.5384851098060608,33
108,car,0.729597806930542,20
108,car,0.6812295317649841,32
108,car,0.6278841495513916,10
108,car,0.6245068907737732,1
108,car,0.5925353765487671,28
108,car,0.5655520558357239,22
109,car,0.7159807085990906,20
109,car,0.6760395169258118,10
109,car,0.6336848139762878,32
109,car,0.6312460899353027,1
109,car,0.5884644389152527,28
109,car,0.5783384442329407,22
109,car,0.5059575438499451,34
110,car,0.7358064651489258,20
110,car,0.6839293241500854,10
110,car,0.629289984703064,1
110,car,0.5808457732200623,28
110,car,0.5720234513282776,22
110,car,0.5692141652107239,32
111,car,0.7553145289421082,20
111,car,0.6932995915412903,32
111,car,0.661931037902832,10
111,car,0.6248655915260315,1
111,car,0.5697586536407471,28
111,car,0.5601755976676941,22
112,car,0.7131136655807495,32
112,car,0.6811472773551941,10
112,car,0.675740122795105,20
112,car,0.5882131457328796,28
112,car,0.5674853324890137,1
112,car,0.5545305609703064,22
113,car,0.7030892372131348,20
113,car,0.6880647540092468,10
113,car,0.6773089170455933,32
113,car,0.5730555057525635,1
113,car,0.5636209845542908,28
113,car,0.5569886565208435,22
114,car,0.7019447684288025,32
114,car,0.6889335513114929,20
114,car,0.6814048886299133,10
114,car,0.5763713121414185,28
114,car,0.5512698888778687,1
114,car,0.5476408004760742,22
115,car,0.7396255731582642,20
115,car,0.6833068132400513,32
115,car,0.6678857207298279,10
115,car,0.6153889894485474,28
115,car,0.5387173295021057,1
115,car,0.5371914505958557,22
116,car,0.7485478520393372,20
116,car,0.6824737191200256,32
116,car,0.6337924003601074,10
116,car,0.5625611543655396,28
116,car,0.5414704084396362,22
116,car,0.5198864936828613,1
117,car,0.765546977519989,20
117,car,0.7451278567314148,32
117,car,0.6150693297386169,10
117,car,0.5454559922218323,28
117,car,0.5430334210395813,22
117,car,0.5223166346549988,10
118,car,0.7748837471008301,32
118,car,0.7650250196456909,20
118,car,0.6296992301940918,10
118,car,0.5679904222488403,28
118,motorcycle,0.5386651754379272,35
118,car,0.5156639814376831,22
119,car,0.7679759860038757,32
119,car,0.757561981678009,20
119,car,0.6145876049995422,10
119,car,0.5654491782188416,28
119,car,0.5143988728523254,22
120,car,0.7359410524368286,32
120,car,0.7063170671463013,20
120,car,0.5465065240859985,10
120,car,0.5462536215782166,28
120,car,0.5241634845733643,10
120,car,0.5240540504455566,22
121,car,0.7530946135520935,32
121,car,0.7384433150291443,20
121,car,0.5559713840484619,28
121,car,0.506594717502594,22
121,car,0.5027176737785339,10
122,car,0.7475488185882568,20
122,car,0.7129993438720703,32
122,car,0.5656282305717468,28
122,car,0.5111594796180725,22
122,car,0.5026280879974365,10
123,car,0.7624406218528748,20
123,car,0.6733015775680542,32
123,car,0.6001704931259155,28
123,car,0.5513911247253418,22
123,car,0.5152714848518372,10
124,car,0.7605490684509277,20
124,car,0.6095625162124634,32
124,car,0.5966355800628662,22
124,car,0.5828975439071655,28
124,car,0.5649992227554321,10
124,car,0.5111752152442932,10
125,car,0.760676920413971,20
125,car,0.738868772983551,36
125,car,0.687628984451294,32
125,car,0.6198704242706299,22
125,car,0.5988965034484863,28
125,car,0.5870232582092285,10
125,car,0.5546603202819824,10
126,car,0.8203597068786621,36
126,car,0.7973675727844238,20
126,car,0.6583999395370483,22
126,car,0.6565200090408325,32
126,car,0.6092813014984131,28
126,car,0.5762110948562622,10
126,car,0.5653156042098999,10
127,car,0.8512480854988098,36
127,car,0.808887243270874,20
127,car,0.7185400128364563,32
127,car,0.6522959470748901,22
127,car,0.5971940755844116,28
127,car,0.5945335626602173,10
127,car,0.5658859014511108,10
128,car,0.886131227016449,36
128,car,0.8024681210517883,20
128,car,0.757580578327179,32
128,car,0.6782110333442688,37
128,car,0.6542291045188904,22
128,car,0.5923905372619629,10
128,car,0.524637758731842,28
128,car,0.5180278420448303,10
129,car,0.843308687210083,36
129,car,0.7917589545249939,20
129,car,0.7808657288551331,32
129,car,0.7505967020988464,37
129,car,0.661417543888092,22
129,car,0.549871027469635,10
129,car,0.5481038093566895,28
129,car,0.5321022272109985,10
130,car,0.8293962478637695,36
130,car,0.7980392575263977,20
130,car,0.7461060881614685,32
130,car,0.7156590819358826,37
130,car,0.6679942011833191,22
130,car,0.567192018032074,10
130,car,0.5578636527061462,28
130,car,0.5269197821617126,10
131,car,0.8440515398979187,36
131,car,0.790755569934845,20
131,car,0.7401631474494934,37
131,car,0.7246109843254089,32
131,car,0.6734151244163513,22
131,car,0.5927536487579346,10
131,car,0.563158392906189,28
131,car,0.5027226805686951,10
132,car,0.8507323265075684,38
132,car,0.8184297680854797,37
132,car,0.7872047424316406,20
132,car,0.6962810754776001,32
132,car,0.6811197400093079,22
132,car,0.5817834734916687,10
132,car,0.5777089595794678,28
133,car,0.8544390797615051,38
133,car,0.8065992593765259,37
133,car,0.7820805311203003,20
133,car,0.689376711845398,22
133,car,0.6724883913993835,32
133,car,0.561022937297821,10
133,car,0.5444324016571045,28
134,car,0.8466067314147949,37
134,car,0.8292713761329651,38
134,car,0.7719883918762207,20
134,car,0.6968614459037781,22
134,car,0.695342481136322,32
134,car,0.5688799619674683,10
134,car,0.5351977944374084,28
135,car,0.8509474992752075,37
135,car,0.7958764433860779,38
135,car,0.7465513944625854,20
135,car,0.6969683766365051,22
135,car,0.6327345967292786,32
135,car,0.5432028770446777,10
135,car,0.5180056691169739,28
136,car,0.8632956147193909,37
136,car,0.7838503122329712,38
136,car,0.7620381116867065,20
136,car,0.679010808467865,22
136,car,0.6367054581642151,32
137,car,0.8668395280838013,37
137,car,0.8289071321487427,38
137,car,0.741686999797821,20
137,car,0.667134702205658,22
137,car,0.6599040627479553,32
138,car,0.8791337609291077,37
138,car,0.8015605211257935,38
138,car,0.754640519618988,20
138,car,0.689079225063324,22
138,car,0.6721035242080688,32
139,car,0.8655492067337036,37
139,car,0.797002375125885,38
139,car,0.7502532005310059,20
139,car,0.6918370127677917,22
139,car,0.661908745765686,32
140,car,0.873325526714325,37
140,car,0.8067721128463745,38
140,car,0.7492569088935852,20
140,car,0.6819329857826233,32
140,car,0.6717751622200012,22
141,car,0.8897569179534912,37
141,car,0.7751737833023071,38
141,car,0.7518259882926941,20
141,car,0.6809413433074951,32
141,car,0.6666197180747986,22
142,car,0.9001907706260681,37
142,car,0.7740299105644226,38
142,car,0.7437964081764221,20
142,car,0.6871717572212219,32
142,car,0.677480936050415,22
143,car,0.896824061870575,37
143,car,0.7904573082923889,38
143,car,0.758914589881897,20
143,car,0.6757192611694336,32
143,car,0.6667358875274658,22
143,car,0.5060071349143982,39
144,car,0.8919700384140015,37
144,car,0.787761926651001,20
144,car,0.7263031601905823,38
144,car,0.6438707113265991,22
144,car,0.6337879300117493,32
145,car,0.8875309824943542,37
145,car,0.7782950401306152,38
145,car,0.7717050909996033,20
145,car,0.6297746300697327,32
145,car,0.627762496471405,22
146,car,0.8467552661895752,37
146,car,0.7711614370346069,20
146,car,0.6776650547981262,38
146,car,0.61006760597229,22
146,car,0.5984375476837158,32
147,car,0.8435384631156921,37
147,car,0.7527099847793579,20
147,car,0.7110591530799866,38
147,car,0.6116473078727722,22
147,car,0.5701728463172913,32
148,car,0.8541937470436096,37
148,car,0.783355176448822,38
148,car,0.7334617376327515,20
148,car,0.6422789096832275,32
148,car,0.6238382458686829,22
149,car,0.8560928106307983,37
149,car,0.7762005925178528,38
149,car,0.7091424465179443,20
149,car,0.6304858326911926,32
149,car,0.6238861083984375,22
150,car,0.859618067741394,37
150,car,0.791067361831665,38
150,car,0.6768990159034729,20
150,car,0.641395628452301,32
150,car,0.5882748365402222,22
151,car,0.8764471411705017,37
151,car,0.7793200612068176,38
151,car,0.6801840662956238,20
